,Site,Date,Hour Block,ED Env Prediction
1025,A,2025-05-15 06:00:00,1,28.1617463937625
1026,B,2025-05-15 06:00:00,1,38.394827742506315
1027,C,2025-05-15 06:00:00,1,22.570870198430583
1028,D,2025-05-15 06:00:00,1,16.475557643022768
1029,Total,2025-05-15 06:00:00,1,108.5599711565001
1030,A,2025-05-15 12:00:00,2,41.799661587299546
1031,B,2025-05-15 12:00:00,2,55.52009381112057
1032,C,2025-05-15 12:00:00,2,33.34817807380453
1033,D,2025-05-15 12:00:00,2,24.661815266963057
1034,Total,2025-05-15 12:00:00,2,159.57355860657964
1035,A,2025-05-15 18:00:00,3,37.644774347909326
1036,B,2025-05-15 18:00:00,3,53.0777115907012
1037,C,2025-05-15 18:00:00,3,30.099500433278415
1038,D,2025-05-15 18:00:00,3,22.291521499320694
1039,Total,2025-05-15 18:00:00,3,146.82362304071466
1040,A,2025-05-16 00:00:00,0,13.736239026068322
1041,B,2025-05-16 00:00:00,0,20.69249241560807
1042,C,2025-05-16 00:00:00,0,12.00457247425445
1043,D,2025-05-16 00:00:00,0,7.550420009844742
1044,Total,2025-05-16 00:00:00,0,55.23475375071891
1045,A,2025-05-16 06:00:00,1,27.65215563809309
1046,B,2025-05-16 06:00:00,1,37.73827634954443
1047,C,2025-05-16 06:00:00,1,22.769859539954446
1048,D,2025-05-16 06:00:00,1,17.03538998138953
1049,Total,2025-05-16 06:00:00,1,108.17658092949853
1050,A,2025-05-16 12:00:00,2,42.54240221030227
1051,B,2025-05-16 12:00:00,2,56.04266032686756
1052,C,2025-05-16 12:00:00,2,34.16325926531442
1053,D,2025-05-16 12:00:00,2,25.88052949293964
1054,Total,2025-05-16 12:00:00,2,162.9140081419732
1055,A,2025-05-16 18:00:00,3,38.8639263086124
1056,B,2025-05-16 18:00:00,3,54.03865307623531
1057,C,2025-05-16 18:00:00,3,31.260145057845698
1058,D,2025-05-16 18:00:00,3,22.20035820122316
1059,Total,2025-05-16 18:00:00,3,150.2181196294283
1060,A,2025-05-17 00:00:00,0,15.888109809686433
1061,B,2025-05-17 00:00:00,0,22.715131984407435
1062,C,2025-05-17 00:00:00,0,13.353534213754502
1063,D,2025-05-17 00:00:00,0,8.665531824031206
1064,Total,2025-05-17 00:00:00,0,62.253011137205476
1065,A,2025-05-17 06:00:00,1,26.561243313763992
1066,B,2025-05-17 06:00:00,1,36.68201289880809
1067,C,2025-05-17 06:00:00,1,21.16090420541692
1068,D,2025-05-17 06:00:00,1,16.061588747191486
1069,Total,2025-05-17 06:00:00,1,103.2487258013273
1070,A,2025-05-17 12:00:00,2,41.86618691166412
1071,B,2025-05-17 12:00:00,2,57.26270224948498
1072,C,2025-05-17 12:00:00,2,33.99654639627656
1073,D,2025-05-17 12:00:00,2,26.032031780412662
1074,Total,2025-05-17 12:00:00,2,163.3058219827407
1075,A,2025-05-17 18:00:00,3,39.59214853826452
1076,B,2025-05-17 18:00:00,3,58.09211706240908
1077,C,2025-05-17 18:00:00,3,33.0367126481293
1078,D,2025-05-17 18:00:00,3,23.589455974609685
1079,Total,2025-05-17 18:00:00,3,158.34377722141687
1080,A,2025-05-18 00:00:00,0,16.18325084118485
1081,B,2025-05-18 00:00:00,0,23.930215301303473
1082,C,2025-05-18 00:00:00,0,13.755497597937584
1083,D,2025-05-18 00:00:00,0,9.000856983231753
1084,Total,2025-05-18 00:00:00,0,64.46501902501424
1085,A,2025-05-18 06:00:00,1,27.873229991017986
1086,B,2025-05-18 06:00:00,1,38.77993183600576
1087,C,2025-05-18 06:00:00,1,22.00451940475784
1088,D,2025-05-18 06:00:00,1,16.700415791330247
1089,Total,2025-05-18 06:00:00,1,108.07213011631612
1090,A,2025-05-18 12:00:00,2,42.53273573925007
1091,B,2025-05-18 12:00:00,2,59.086544203493055
1092,C,2025-05-18 12:00:00,2,34.764456999481396
1093,D,2025-05-18 12:00:00,2,25.620303051790238
1094,Total,2025-05-18 12:00:00,2,166.30967618489936
1095,A,2025-05-18 18:00:00,3,39.31750370495784
1096,B,2025-05-18 18:00:00,3,58.02792897645775
1097,C,2025-05-18 18:00:00,3,32.85347588706255
1098,D,2025-05-18 18:00:00,3,23.167129522323755
1099,Total,2025-05-18 18:00:00,3,157.33667813599757
1100,A,2025-05-19 00:00:00,0,15.460707089027427
1101,B,2025-05-19 00:00:00,0,21.937865817726976
1102,C,2025-05-19 00:00:00,0,13.091363439091067
1103,D,2025-05-19 00:00:00,0,8.072287176509898
1104,Total,2025-05-19 00:00:00,0,59.92573892117545
1105,A,2025-05-19 06:00:00,1,31.174232943866773
1106,B,2025-05-19 06:00:00,1,43.120568686400965
1107,C,2025-05-19 06:00:00,1,25.18716779137165
1108,D,2025-05-19 06:00:00,1,18.491052322273877
1109,Total,2025-05-19 06:00:00,1,121.26593098769119
1110,A,2025-05-19 12:00:00,2,46.47139458064979
1111,B,2025-05-19 12:00:00,2,61.33892601339523
1112,C,2025-05-19 12:00:00,2,36.93307826112003
1113,D,2025-05-19 12:00:00,2,27.576749866768452
1114,Total,2025-05-19 12:00:00,2,176.98746122964604
1115,A,2025-05-19 18:00:00,3,40.119216625249095
1116,B,2025-05-19 18:00:00,3,56.483081241159006
1117,C,2025-05-19 18:00:00,3,32.07940719130482
1118,D,2025-05-19 18:00:00,3,23.778773423622507
1119,Total,2025-05-19 18:00:00,3,156.30387437376046
1120,A,2025-05-20 00:00:00,0,14.083190225813084
1121,B,2025-05-20 00:00:00,0,20.576897056175042
1122,C,2025-05-20 00:00:00,0,11.719583711748015
1123,D,2025-05-20 00:00:00,0,7.604687745059296
1124,Total,2025-05-20 00:00:00,0,55.3303794374528
1125,A,2025-05-20 06:00:00,1,28.50825264228909
1126,B,2025-05-20 06:00:00,1,39.51722726858529
1127,C,2025-05-20 06:00:00,1,23.120938956365126
1128,D,2025-05-20 06:00:00,1,16.925231584842386
1129,Total,2025-05-20 06:00:00,1,111.10571370949086
1130,A,2025-05-20 12:00:00,2,43.14907819899156
1131,B,2025-05-20 12:00:00,2,57.8030496417984
1132,C,2025-05-20 12:00:00,2,34.774177367326295
1133,D,2025-05-20 12:00:00,2,26.20687656361346
1134,Total,2025-05-20 12:00:00,2,166.13524972685119
1135,A,2025-05-20 18:00:00,3,38.54308898701247
1136,B,2025-05-20 18:00:00,3,54.482129889879644
1137,C,2025-05-20 18:00:00,3,30.879589666105982
1138,D,2025-05-20 18:00:00,3,22.390689201993574
1139,Total,2025-05-20 18:00:00,3,150.0732918791547
1140,A,2025-05-21 00:00:00,0,14.083994643125104
1141,B,2025-05-21 00:00:00,0,21.023501748665755
1142,C,2025-05-21 00:00:00,0,12.229090688389709
1143,D,2025-05-21 00:00:00,0,7.827464679489629
1144,Total,2025-05-21 00:00:00,0,56.53490498368412
1145,A,2025-05-21 06:00:00,1,27.744445438218126
1146,B,2025-05-21 06:00:00,1,38.34216890828088
1147,C,2025-05-21 06:00:00,1,22.061620519771648
1148,D,2025-05-21 06:00:00,1,16.294261082849502
1149,Total,2025-05-21 06:00:00,1,107.18701107274876
1150,A,2025-05-21 12:00:00,2,41.94391951136847
1151,B,2025-05-21 12:00:00,2,56.20286634887387
1152,C,2025-05-21 12:00:00,2,33.77480261361246
1153,D,2025-05-21 12:00:00,2,25.68364049155941
1154,Total,2025-05-21 12:00:00,2,161.8467925870931
1155,A,2025-05-21 18:00:00,3,37.756080926576
1156,B,2025-05-21 18:00:00,3,53.98733529281449
1157,C,2025-05-21 18:00:00,3,30.128610880112582
1158,D,2025-05-21 18:00:00,3,22.622639270640548
1159,Total,2025-05-21 18:00:00,3,148.32034933358233
1160,A,2025-05-22 00:00:00,0,13.646063016122543
1161,B,2025-05-22 00:00:00,0,19.985658363197363
1162,C,2025-05-22 00:00:00,0,11.5152753884818
1163,D,2025-05-22 00:00:00,0,7.095789939626182
1164,Total,2025-05-22 00:00:00,0,53.50017983604235
1165,A,2025-05-22 06:00:00,1,28.505253744387282
1166,B,2025-05-22 06:00:00,1,38.36627993189806
1167,C,2025-05-22 06:00:00,1,22.565507400245224
1168,D,2025-05-22 06:00:00,1,16.683982803352396
1169,Total,2025-05-22 06:00:00,1,109.03739361610862
1170,A,2025-05-22 12:00:00,2,41.798173572637715
1171,B,2025-05-22 12:00:00,2,55.86671240373927
1172,C,2025-05-22 12:00:00,2,33.432133469979625
1173,D,2025-05-22 12:00:00,2,24.794370370287563
1174,Total,2025-05-22 12:00:00,2,160.12390146653456
1175,A,2025-05-22 18:00:00,3,37.550227156974216
1176,B,2025-05-22 18:00:00,3,53.24550734848408
1177,C,2025-05-22 18:00:00,3,30.015170012552232
1178,D,2025-05-22 18:00:00,3,22.182440076031643
1179,Total,2025-05-22 18:00:00,3,146.65876789197972
1180,A,2025-05-23 00:00:00,0,13.742008882055723
1181,B,2025-05-23 00:00:00,0,20.653729976541886
1182,C,2025-05-23 00:00:00,0,11.989582953274692
1183,D,2025-05-23 00:00:00,0,7.862600449750904
1184,Total,2025-05-23 00:00:00,0,55.51804036824606
1185,A,2025-05-23 06:00:00,1,27.5257769286457
1186,B,2025-05-23 06:00:00,1,37.67608068521581
1187,C,2025-05-23 06:00:00,1,22.65716983069515
1188,D,2025-05-23 06:00:00,1,16.900162512498415
1189,Total,2025-05-23 06:00:00,1,107.71844729885862
1190,A,2025-05-23 12:00:00,2,42.46747278974829
1191,B,2025-05-23 12:00:00,2,55.76234626977368
1192,C,2025-05-23 12:00:00,2,34.06436619727347
1193,D,2025-05-23 12:00:00,2,25.769412345090554
1194,Total,2025-05-23 12:00:00,2,162.3496870160264
1195,A,2025-05-23 18:00:00,3,38.75417785885263
1196,B,2025-05-23 18:00:00,3,54.38618846153831
1197,C,2025-05-23 18:00:00,3,31.25172884189783
1198,D,2025-05-23 18:00:00,3,22.4215365619893
1199,Total,2025-05-23 18:00:00,3,150.64401756431195
1200,A,2025-05-24 00:00:00,0,15.714442411134371
1201,B,2025-05-24 00:00:00,0,22.74120706634636
1202,C,2025-05-24 00:00:00,0,13.011964105981468
1203,D,2025-05-24 00:00:00,0,8.482938111083932
1204,Total,2025-05-24 00:00:00,0,61.60918778797945
1205,A,2025-05-24 06:00:00,1,26.61541544533209
1206,B,2025-05-24 06:00:00,1,36.351761435358846
1207,C,2025-05-24 06:00:00,1,21.260002803589934
1208,D,2025-05-24 06:00:00,1,16.224427184767478
1209,Total,2025-05-24 06:00:00,1,103.34593970182597
1210,A,2025-05-24 12:00:00,2,41.575370549160745
1211,B,2025-05-24 12:00:00,2,57.20759330624051
1212,C,2025-05-24 12:00:00,2,33.900463677259644
1213,D,2025-05-24 12:00:00,2,25.902264330884247
1214,Total,2025-05-24 12:00:00,2,162.86902217551963
1215,A,2025-05-24 18:00:00,3,39.55043200222842
1216,B,2025-05-24 18:00:00,3,58.075332530211725
1217,C,2025-05-24 18:00:00,3,32.90989623630128
1218,D,2025-05-24 18:00:00,3,23.55942331944076
1219,Total,2025-05-24 18:00:00,3,158.27979572381122
1220,A,2025-05-25 00:00:00,0,16.306068563078036
1221,B,2025-05-25 00:00:00,0,23.936671708398876
1222,C,2025-05-25 00:00:00,0,13.712032868190345
1223,D,2025-05-25 00:00:00,0,9.180328059632245
1224,Total,2025-05-25 00:00:00,0,64.84218739076731
1225,A,2025-05-25 06:00:00,1,27.577056808912413
1226,B,2025-05-25 06:00:00,1,38.73480958354765
1227,C,2025-05-25 06:00:00,1,21.790443746835823
1228,D,2025-05-25 06:00:00,1,16.401404275174546
1229,Total,2025-05-25 06:00:00,1,107.32151015001035
1230,A,2025-05-25 12:00:00,2,42.29915224198375
1231,B,2025-05-25 12:00:00,2,58.634713315767605
1232,C,2025-05-25 12:00:00,2,34.784064786537236
1233,D,2025-05-25 12:00:00,2,25.61088881984205
1234,Total,2025-05-25 12:00:00,2,165.85894110341425
1235,A,2025-05-25 18:00:00,3,38.985792678046224
1236,B,2025-05-25 18:00:00,3,57.741915102998455
1237,C,2025-05-25 18:00:00,3,32.629575158924844
1238,D,2025-05-25 18:00:00,3,23.181160739834443
1239,Total,2025-05-25 18:00:00,3,156.72161693160407
1240,A,2025-05-26 00:00:00,0,15.494625870533122
1241,B,2025-05-26 00:00:00,0,21.7680726243029
1242,C,2025-05-26 00:00:00,0,13.025897406393
1243,D,2025-05-26 00:00:00,0,7.972544419267021
1244,Total,2025-05-26 00:00:00,0,59.72822790647879
1245,A,2025-05-26 06:00:00,1,31.307882613261754
1246,B,2025-05-26 06:00:00,1,43.05579537581611
1247,C,2025-05-26 06:00:00,1,25.277327511407986
1248,D,2025-05-26 06:00:00,1,18.631438530197418
1249,Total,2025-05-26 06:00:00,1,121.79596601899688
1250,A,2025-05-26 12:00:00,2,46.130628872026726
1251,B,2025-05-26 12:00:00,2,61.35277776528523
1252,C,2025-05-26 12:00:00,2,36.8728658252736
1253,D,2025-05-26 12:00:00,2,27.509807760826263
1254,Total,2025-05-26 12:00:00,2,176.8658973494157
1255,A,2025-05-26 18:00:00,3,40.05501853253174
1256,B,2025-05-26 18:00:00,3,56.07172661466439
1257,C,2025-05-26 18:00:00,3,31.943771038167927
1258,D,2025-05-26 18:00:00,3,23.714607941469367
1259,Total,2025-05-26 18:00:00,3,155.9198250894758
1260,A,2025-05-27 00:00:00,0,13.91905321849501
1261,B,2025-05-27 00:00:00,0,20.200164780369047
1262,C,2025-05-27 00:00:00,0,11.722833807638748
1263,D,2025-05-27 00:00:00,0,7.738615655171515
1264,Total,2025-05-27 00:00:00,0,55.026411004546624
1265,A,2025-05-27 06:00:00,1,28.284331598003426
1266,B,2025-05-27 06:00:00,1,39.34498358687817
1267,C,2025-05-27 06:00:00,1,22.983303318818123
1268,D,2025-05-27 06:00:00,1,16.692556997740017
1269,Total,2025-05-27 06:00:00,1,110.4915355155828
1270,A,2025-05-27 12:00:00,2,43.230139286746244
1271,B,2025-05-27 12:00:00,2,57.72362480312258
1272,C,2025-05-27 12:00:00,2,34.81910981354545
1273,D,2025-05-27 12:00:00,2,26.333228499606733
1274,Total,2025-05-27 12:00:00,2,166.68678007649126
1275,A,2025-05-27 18:00:00,3,38.428818195314705
1276,B,2025-05-27 18:00:00,3,54.59198443246226
1277,C,2025-05-27 18:00:00,3,30.93904773108809
1278,D,2025-05-27 18:00:00,3,22.608660192524198
1279,Total,2025-05-27 18:00:00,3,150.69248398181244
1280,A,2025-05-28 00:00:00,0,13.87205920164622
1281,B,2025-05-28 00:00:00,0,20.489150798604477
1282,C,2025-05-28 00:00:00,0,11.975866528738363
1283,D,2025-05-28 00:00:00,0,7.576168987403078
1284,Total,2025-05-28 00:00:00,0,55.37668119975097
1285,A,2025-05-28 06:00:00,1,27.80074693193719
1286,B,2025-05-28 06:00:00,1,38.12922868307762
1287,C,2025-05-28 06:00:00,1,22.26734217453318
1288,D,2025-05-28 06:00:00,1,16.52109421217905
1289,Total,2025-05-28 06:00:00,1,107.73819626994545
1290,A,2025-05-28 12:00:00,2,41.70001334625598
1291,B,2025-05-28 12:00:00,2,56.38823990786593
1292,C,2025-05-28 12:00:00,2,33.58587191035039
1293,D,2025-05-28 12:00:00,2,25.55329178585739
1294,Total,2025-05-28 12:00:00,2,161.820964537752
1295,A,2025-05-28 18:00:00,3,37.80124832729847
1296,B,2025-05-28 18:00:00,3,53.9714004021655
1297,C,2025-05-28 18:00:00,3,30.089561143712732
1298,D,2025-05-28 18:00:00,3,22.720362620687062
1299,Total,2025-05-28 18:00:00,3,148.74658132637737
1300,A,2025-05-29 00:00:00,0,13.625102063929852
1301,B,2025-05-29 00:00:00,0,19.952163692157704
1302,C,2025-05-29 00:00:00,0,11.514094827708766
1303,D,2025-05-29 00:00:00,0,7.26642737407272
1304,Total,2025-05-29 00:00:00,0,53.76576668306538
1305,A,2025-05-29 06:00:00,1,28.17322226296626
1306,B,2025-05-29 06:00:00,1,38.1912532886807
1307,C,2025-05-29 06:00:00,1,22.422147446061324
1308,D,2025-05-29 06:00:00,1,16.43365007821908
1309,Total,2025-05-29 06:00:00,1,108.37336622067352
1310,A,2025-05-29 12:00:00,2,41.74444275239848
1311,B,2025-05-29 12:00:00,2,55.628929561252356
1312,C,2025-05-29 12:00:00,2,33.46452090862323
1313,D,2025-05-29 12:00:00,2,24.99588851816982
1314,Total,2025-05-29 12:00:00,2,160.42173116340632
1315,A,2025-05-29 18:00:00,3,37.5355300071793
1316,B,2025-05-29 18:00:00,3,53.48343140899703
1317,C,2025-05-29 18:00:00,3,29.81566723254861
1318,D,2025-05-29 18:00:00,3,22.21785680345926
1319,Total,2025-05-29 18:00:00,3,147.03721017600694
1320,A,2025-05-30 00:00:00,0,13.917388209977684
1321,B,2025-05-30 00:00:00,0,20.798953481341933
1322,C,2025-05-30 00:00:00,0,12.013076120473903
1323,D,2025-05-30 00:00:00,0,7.838847038865265
1324,Total,2025-05-30 00:00:00,0,55.9479048577532
1325,A,2025-05-30 06:00:00,1,27.30407891035793
1326,B,2025-05-30 06:00:00,1,37.605905706644826
1327,C,2025-05-30 06:00:00,1,22.588358949756717
1328,D,2025-05-30 06:00:00,1,16.955265394291395
1329,Total,2025-05-30 06:00:00,1,107.62193581889754
1330,A,2025-05-30 12:00:00,2,42.07734249731084
1331,B,2025-05-30 12:00:00,2,55.64213981748997
1332,C,2025-05-30 12:00:00,2,33.81640387492269
1333,D,2025-05-30 12:00:00,2,25.577620585679472
1334,Total,2025-05-30 12:00:00,2,161.720743346675
1335,A,2025-05-30 18:00:00,3,38.84836331527547
1336,B,2025-05-30 18:00:00,3,54.1266633441712
1337,C,2025-05-30 18:00:00,3,31.132060437563993
1338,D,2025-05-30 18:00:00,3,22.503934080288676
1339,Total,2025-05-30 18:00:00,3,150.73165853053519
1340,A,2025-05-31 00:00:00,0,15.68393257665761
1341,B,2025-05-31 00:00:00,0,23.004083308407967
1342,C,2025-05-31 00:00:00,0,13.012370183170061
1343,D,2025-05-31 00:00:00,0,8.595774352276502
1344,Total,2025-05-31 00:00:00,0,62.03092431694399
1345,A,2025-05-31 06:00:00,1,26.571439395492302
1346,B,2025-05-31 06:00:00,1,36.47935988150463
1347,C,2025-05-31 06:00:00,1,21.132653453765023
1348,D,2025-05-31 06:00:00,1,16.03691287199368
1349,Total,2025-05-31 06:00:00,1,103.18494141194789
1350,A,2025-05-31 12:00:00,2,41.56533551209808
1351,B,2025-05-31 12:00:00,2,57.06122195552285
1352,C,2025-05-31 12:00:00,2,33.8325284015118
1353,D,2025-05-31 12:00:00,2,26.055260810556067
1354,Total,2025-05-31 12:00:00,2,163.01532055516174
1355,A,2025-05-31 18:00:00,3,39.317749063976215
1356,B,2025-05-31 18:00:00,3,58.07445282262255
1357,C,2025-05-31 18:00:00,3,32.833244032807336
1358,D,2025-05-31 18:00:00,3,23.532222704763768
1359,Total,2025-05-31 18:00:00,3,158.10142066154003
1360,A,2025-06-01 00:00:00,0,16.496566354924898
1361,B,2025-06-01 00:00:00,0,23.885072946870057
1362,C,2025-06-01 00:00:00,0,13.636094321385157
1363,D,2025-06-01 00:00:00,0,9.064639634111941
1364,Total,2025-06-01 00:00:00,0,65.21210613811357
1365,A,2025-06-01 06:00:00,1,27.795178337679072
1366,B,2025-06-01 06:00:00,1,39.30882418111997
1367,C,2025-06-01 06:00:00,1,22.093020248239363
1368,D,2025-06-01 06:00:00,1,16.73262351014779
1369,Total,2025-06-01 06:00:00,1,109.5798298807435
1370,A,2025-06-01 12:00:00,2,42.24174709700957
1371,B,2025-06-01 12:00:00,2,59.14555131349953
1372,C,2025-06-01 12:00:00,2,34.67900549859907
1373,D,2025-06-01 12:00:00,2,25.573986135332614
1374,Total,2025-06-01 12:00:00,2,167.39868936054697
1375,A,2025-06-01 18:00:00,3,39.40310530020881
1376,B,2025-06-01 18:00:00,3,58.010282611550934
1377,C,2025-06-01 18:00:00,3,32.92787581980505
1378,D,2025-06-01 18:00:00,3,23.553420795347066
1379,Total,2025-06-01 18:00:00,3,159.30101480104383
1380,A,2025-06-02 00:00:00,0,15.51449471938089
1381,B,2025-06-02 00:00:00,0,21.927507537691305
1382,C,2025-06-02 00:00:00,0,13.166321622296085
1383,D,2025-06-02 00:00:00,0,8.057436540308176
1384,Total,2025-06-02 00:00:00,0,60.59709490101334
1385,A,2025-06-02 06:00:00,1,31.371503097385244
1386,B,2025-06-02 06:00:00,1,43.2708914510498
1387,C,2025-06-02 06:00:00,1,25.35610285487703
1388,D,2025-06-02 06:00:00,1,18.544963967476797
1389,Total,2025-06-02 06:00:00,1,122.93816832514311
1390,A,2025-06-02 12:00:00,2,46.544547187411155
1391,B,2025-06-02 12:00:00,2,61.911742723693685
1392,C,2025-06-02 12:00:00,2,37.182679247719285
1393,D,2025-06-02 12:00:00,2,27.98248615091719
1394,Total,2025-06-02 12:00:00,2,179.89992306729155
1395,A,2025-06-02 18:00:00,3,40.35688285659972
1396,B,2025-06-02 18:00:00,3,56.77321440317276
1397,C,2025-06-02 18:00:00,3,32.075964777170185
1398,D,2025-06-02 18:00:00,3,23.83478766697034
1399,Total,2025-06-02 18:00:00,3,158.2952797085704
1400,A,2025-06-03 00:00:00,0,13.941245434862054
1401,B,2025-06-03 00:00:00,0,20.192990624924526
1402,C,2025-06-03 00:00:00,0,12.017424742296761
1403,D,2025-06-03 00:00:00,0,7.812225770096072
1404,Total,2025-06-03 00:00:00,0,55.77092980646999
1405,A,2025-06-03 06:00:00,1,28.22670391242109
1406,B,2025-06-03 06:00:00,1,39.45977277037325
1407,C,2025-06-03 06:00:00,1,23.11623423387833
1408,D,2025-06-03 06:00:00,1,16.927616074452832
1409,Total,2025-06-03 06:00:00,1,111.68618145297461
1410,A,2025-06-03 12:00:00,2,43.4829620706559
1411,B,2025-06-03 12:00:00,2,58.101060187424444
1412,C,2025-06-03 12:00:00,2,34.933903571822654
1413,D,2025-06-03 12:00:00,2,26.471934104826747
1414,Total,2025-06-03 12:00:00,2,168.68520042297405
1415,A,2025-06-03 18:00:00,3,38.9690421547309
1416,B,2025-06-03 18:00:00,3,55.01228036203833
1417,C,2025-06-03 18:00:00,3,31.27760027598564
1418,D,2025-06-03 18:00:00,3,23.080775612526068
1419,Total,2025-06-03 18:00:00,3,153.51922159889074
1420,A,2025-06-04 00:00:00,0,13.89929450151683
1421,B,2025-06-04 00:00:00,0,20.926120794995143
1422,C,2025-06-04 00:00:00,0,12.185487038099625
1423,D,2025-06-04 00:00:00,0,7.665152629594109
1424,Total,2025-06-04 00:00:00,0,56.47906624712125
1425,A,2025-06-04 06:00:00,1,27.886296177839426
1426,B,2025-06-04 06:00:00,1,38.16581347829574
1427,C,2025-06-04 06:00:00,1,22.377625897989358
1428,D,2025-06-04 06:00:00,1,16.569677623620688
1429,Total,2025-06-04 06:00:00,1,108.65507736891428
1430,A,2025-06-04 12:00:00,2,41.98568766058585
1431,B,2025-06-04 12:00:00,2,56.525378999848435
1432,C,2025-06-04 12:00:00,2,33.84829783844094
1433,D,2025-06-04 12:00:00,2,26.03418063071484
1434,Total,2025-06-04 12:00:00,2,164.04092256771153
1435,A,2025-06-04 18:00:00,3,38.09174253177487
1436,B,2025-06-04 18:00:00,3,54.624087383067824
1437,C,2025-06-04 18:00:00,3,30.423047429926267
1438,D,2025-06-04 18:00:00,3,22.911038190911075
1439,Total,2025-06-04 18:00:00,3,151.1784264895083
1440,A,2025-06-05 00:00:00,0,13.96512800582539
1441,B,2025-06-05 00:00:00,0,20.093498162618435
1442,C,2025-06-05 00:00:00,0,11.63420558683837
1443,D,2025-06-05 00:00:00,0,7.4138612962195
1444,Total,2025-06-05 00:00:00,0,54.791057534602984
1445,A,2025-06-05 06:00:00,1,28.18547051947892
1446,B,2025-06-05 06:00:00,1,38.65586988150432
1447,C,2025-06-05 06:00:00,1,22.676735069089162
1448,D,2025-06-05 06:00:00,1,16.83269176580568
1449,Total,2025-06-05 06:00:00,1,110.1517053388312
1450,A,2025-06-05 12:00:00,2,41.912309000415355
1451,B,2025-06-05 12:00:00,2,55.751772807671266
1452,C,2025-06-05 12:00:00,2,33.435969967839355
1453,D,2025-06-05 12:00:00,2,25.14326084568993
1454,Total,2025-06-05 12:00:00,2,161.7653780444124
1455,A,2025-06-05 18:00:00,3,38.21718718182145
1456,B,2025-06-05 18:00:00,3,53.984435268158556
1457,C,2025-06-05 18:00:00,3,30.36517218202224
1458,D,2025-06-05 18:00:00,3,22.710843961216792
1459,Total,2025-06-05 18:00:00,3,150.18864950771376
1460,A,2025-06-06 00:00:00,0,13.918475076461355
1461,B,2025-06-06 00:00:00,0,21.23759701113024
1462,C,2025-06-06 00:00:00,0,12.0984624693036
1463,D,2025-06-06 00:00:00,0,7.9109571406240455
1464,Total,2025-06-06 00:00:00,0,56.86130433214173
1465,A,2025-06-06 06:00:00,1,27.62282685290012
1466,B,2025-06-06 06:00:00,1,38.062423129489495
1467,C,2025-06-06 06:00:00,1,22.68076708085121
1468,D,2025-06-06 06:00:00,1,17.174804646296298
1469,Total,2025-06-06 06:00:00,1,109.33962773755002
1470,A,2025-06-06 12:00:00,2,42.529291379606384
1471,B,2025-06-06 12:00:00,2,56.31858405816859
1472,C,2025-06-06 12:00:00,2,34.11212313589256
1473,D,2025-06-06 12:00:00,2,26.16366845609455
1474,Total,2025-06-06 12:00:00,2,164.64104393423602
1475,A,2025-06-06 18:00:00,3,39.060210459832724
1476,B,2025-06-06 18:00:00,3,54.658858809161735
1477,C,2025-06-06 18:00:00,3,31.329234501481594
1478,D,2025-06-06 18:00:00,3,22.543731942844843
1479,Total,2025-06-06 18:00:00,3,152.56019452096095
1480,A,2025-06-07 00:00:00,0,15.75997304319511
1481,B,2025-06-07 00:00:00,0,23.07166950700722
1482,C,2025-06-07 00:00:00,0,13.245688827254837
1483,D,2025-06-07 00:00:00,0,8.841743951811768
1484,Total,2025-06-07 00:00:00,0,62.97879965994809
1485,A,2025-06-07 06:00:00,1,26.83222437787363
1486,B,2025-06-07 06:00:00,1,37.01660136235125
1487,C,2025-06-07 06:00:00,1,21.073641402095028
1488,D,2025-06-07 06:00:00,1,16.4054187202162
1489,Total,2025-06-07 06:00:00,1,104.86178057733159
1490,A,2025-06-07 12:00:00,2,42.13788945577502
1491,B,2025-06-07 12:00:00,2,57.86497719109753
1492,C,2025-06-07 12:00:00,2,34.06685357910444
1493,D,2025-06-07 12:00:00,2,26.264811732782196
1494,Total,2025-06-07 12:00:00,2,165.72217626381072
1495,A,2025-06-07 18:00:00,3,39.796111042763485
1496,B,2025-06-07 18:00:00,3,58.634958734165345
1497,C,2025-06-07 18:00:00,3,33.2506689793131
1498,D,2025-06-07 18:00:00,3,23.973137800435367
1499,Total,2025-06-07 18:00:00,3,160.88344649621305
1500,A,2025-06-08 00:00:00,0,16.30326978862992
1501,B,2025-06-08 00:00:00,0,24.188133530124798
1502,C,2025-06-08 00:00:00,0,13.598914372481657
1503,D,2025-06-08 00:00:00,0,9.009547308445512
1504,Total,2025-06-08 00:00:00,0,65.1000722373558
1505,A,2025-06-08 06:00:00,1,27.84910579102766
1506,B,2025-06-08 06:00:00,1,39.12641666280634
1507,C,2025-06-08 06:00:00,1,21.904140096174192
1508,D,2025-06-08 06:00:00,1,16.885131294330083
1509,Total,2025-06-08 06:00:00,1,109.17908611436732
1510,A,2025-06-08 12:00:00,2,42.42065239752929
1511,B,2025-06-08 12:00:00,2,59.3760831224155
1512,C,2025-06-08 12:00:00,2,34.76368970442925
1513,D,2025-06-08 12:00:00,2,25.84291864270799
1514,Total,2025-06-08 12:00:00,2,167.86596896340973
1515,A,2025-06-08 18:00:00,3,39.574359073357364
1516,B,2025-06-08 18:00:00,3,58.60761018205656
1517,C,2025-06-08 18:00:00,3,33.07225386975368
1518,D,2025-06-08 18:00:00,3,23.503241957818783
1519,Total,2025-06-08 18:00:00,3,159.92329945618047
