Date,unique_entry_per_day,total_encounters,total_admissions
2021-09-27 00:00:00,67,68,20
2021-09-27 06:00:00,126,137,36
2021-09-27 12:00:00,159,180,56
2021-09-27 18:00:00,145,163,38
2021-09-28 00:00:00,54,57,10
2021-09-28 06:00:00,94,104,26
2021-09-28 12:00:00,136,150,51
2021-09-28 18:00:00,154,167,39
2021-09-29 00:00:00,62,65,18
2021-09-29 06:00:00,94,104,21
2021-09-29 12:00:00,147,166,47
2021-09-29 18:00:00,126,139,36
2021-09-30 00:00:00,54,59,16
2021-09-30 06:00:00,122,133,36
2021-09-30 12:00:00,138,151,30
2021-09-30 18:00:00,147,161,40
2021-10-01 00:00:00,40,43,17
2021-10-01 06:00:00,100,112,25
2021-10-01 12:00:00,144,151,41
2021-10-01 18:00:00,149,165,32
2021-10-02 00:00:00,51,57,15
2021-10-02 06:00:00,121,129,36
2021-10-02 12:00:00,148,168,48
2021-10-02 18:00:00,167,175,34
2021-10-03 00:00:00,73,78,23
2021-10-03 06:00:00,96,104,21
2021-10-03 12:00:00,137,152,41
2021-10-03 18:00:00,157,175,41
2021-10-04 00:00:00,67,68,19
2021-10-04 06:00:00,125,138,30
2021-10-04 12:00:00,187,207,53
2021-10-04 18:00:00,146,167,31
2021-10-05 00:00:00,51,54,11
2021-10-05 06:00:00,111,122,35
2021-10-05 12:00:00,155,169,46
2021-10-05 18:00:00,151,169,51
2021-10-06 00:00:00,61,63,20
2021-10-06 06:00:00,98,109,29
2021-10-06 12:00:00,164,178,51
2021-10-06 18:00:00,129,142,26
2021-10-07 00:00:00,50,53,11
2021-10-07 06:00:00,118,131,33
2021-10-07 12:00:00,164,179,57
2021-10-07 18:00:00,127,148,31
2021-10-08 00:00:00,56,57,20
2021-10-08 06:00:00,108,120,37
2021-10-08 12:00:00,132,148,49
2021-10-08 18:00:00,134,146,38
2021-10-09 00:00:00,70,73,15
2021-10-09 06:00:00,106,110,32
2021-10-09 12:00:00,143,152,36
2021-10-09 18:00:00,136,144,35
2021-10-10 00:00:00,61,66,17
2021-10-10 06:00:00,110,117,25
2021-10-10 12:00:00,144,167,42
2021-10-10 18:00:00,124,136,31
2021-10-11 00:00:00,60,67,10
2021-10-11 06:00:00,98,113,27
2021-10-11 12:00:00,155,167,57
2021-10-11 18:00:00,144,155,26
2021-10-12 00:00:00,54,56,7
2021-10-12 06:00:00,104,113,27
2021-10-12 12:00:00,135,145,43
2021-10-12 18:00:00,133,149,36
2021-10-13 00:00:00,42,43,13
2021-10-13 06:00:00,113,126,31
2021-10-13 12:00:00,126,140,49
2021-10-13 18:00:00,102,111,21
2021-10-14 00:00:00,52,55,14
2021-10-14 06:00:00,107,118,37
2021-10-14 12:00:00,124,133,42
2021-10-14 18:00:00,135,143,37
2021-10-15 00:00:00,54,54,9
2021-10-15 06:00:00,102,107,27
2021-10-15 12:00:00,137,149,53
2021-10-15 18:00:00,133,143,26
2021-10-16 00:00:00,58,59,15
2021-10-16 06:00:00,92,96,22
2021-10-16 12:00:00,133,141,45
2021-10-16 18:00:00,154,164,45
2021-10-17 00:00:00,56,58,14
2021-10-17 06:00:00,76,85,26
2021-10-17 12:00:00,154,177,43
2021-10-17 18:00:00,133,144,30
2021-10-18 00:00:00,60,66,20
2021-10-18 06:00:00,117,125,43
2021-10-18 12:00:00,148,165,54
2021-10-18 18:00:00,124,137,21
2021-10-19 00:00:00,57,58,10
2021-10-19 06:00:00,93,98,26
2021-10-19 12:00:00,148,161,52
2021-10-19 18:00:00,143,151,33
2021-10-20 00:00:00,34,37,6
2021-10-20 06:00:00,92,100,30
2021-10-20 12:00:00,135,146,51
2021-10-20 18:00:00,132,135,33
2021-10-21 00:00:00,45,45,10
2021-10-21 06:00:00,89,92,26
2021-10-21 12:00:00,118,132,44
2021-10-21 18:00:00,134,148,31
2021-10-22 00:00:00,58,64,14
2021-10-22 06:00:00,102,110,29
2021-10-22 12:00:00,146,162,47
2021-10-22 18:00:00,136,150,32
2021-10-23 00:00:00,55,56,13
2021-10-23 06:00:00,83,92,23
2021-10-23 12:00:00,142,151,52
2021-10-23 18:00:00,129,141,40
2021-10-24 00:00:00,62,65,21
2021-10-24 06:00:00,104,114,26
2021-10-24 12:00:00,145,161,41
2021-10-24 18:00:00,140,147,41
2021-10-25 00:00:00,43,44,7
2021-10-25 06:00:00,104,110,33
2021-10-25 12:00:00,164,186,62
2021-10-25 18:00:00,127,143,24
2021-10-26 00:00:00,67,72,20
2021-10-26 06:00:00,106,109,28
2021-10-26 12:00:00,144,159,46
2021-10-26 18:00:00,121,134,16
2021-10-27 00:00:00,57,60,15
2021-10-27 06:00:00,106,112,31
2021-10-27 12:00:00,142,161,51
2021-10-27 18:00:00,133,145,36
2021-10-28 00:00:00,49,50,12
2021-10-28 06:00:00,107,122,38
2021-10-28 12:00:00,154,170,58
2021-10-28 18:00:00,119,125,31
2021-10-29 00:00:00,61,61,14
2021-10-29 06:00:00,99,101,28
2021-10-29 12:00:00,149,164,54
2021-10-29 18:00:00,138,146,32
2021-10-30 00:00:00,62,63,11
2021-10-30 06:00:00,91,95,24
2021-10-30 12:00:00,156,167,40
2021-10-30 18:00:00,128,136,23
2021-10-31 00:00:00,78,83,19
2021-10-31 06:00:00,107,113,37
2021-10-31 12:00:00,138,149,36
2021-10-31 18:00:00,113,121,33
2021-11-01 00:00:00,53,57,19
2021-11-01 06:00:00,121,130,32
2021-11-01 12:00:00,152,163,41
2021-11-01 18:00:00,131,141,29
2021-11-02 00:00:00,45,47,8
2021-11-02 06:00:00,104,112,26
2021-11-02 12:00:00,158,176,52
2021-11-02 18:00:00,119,134,36
2021-11-03 00:00:00,62,64,14
2021-11-03 06:00:00,99,104,32
2021-11-03 12:00:00,164,174,55
2021-11-03 18:00:00,149,166,41
2021-11-04 00:00:00,60,65,10
2021-11-04 06:00:00,100,113,29
2021-11-04 12:00:00,138,155,51
2021-11-04 18:00:00,121,134,26
2021-11-05 00:00:00,43,44,11
2021-11-05 06:00:00,88,103,34
2021-11-05 12:00:00,151,168,45
2021-11-05 18:00:00,153,166,41
2021-11-06 00:00:00,64,71,16
2021-11-06 06:00:00,102,107,27
2021-11-06 12:00:00,153,170,42
2021-11-06 18:00:00,159,170,47
2021-11-07 00:00:00,69,70,20
2021-11-07 06:00:00,104,109,31
2021-11-07 12:00:00,144,152,38
2021-11-07 18:00:00,125,136,30
2021-11-08 00:00:00,67,69,16
2021-11-08 06:00:00,135,145,37
2021-11-08 12:00:00,148,171,49
2021-11-08 18:00:00,147,165,32
2021-11-09 00:00:00,47,49,12
2021-11-09 06:00:00,109,115,36
2021-11-09 12:00:00,156,172,47
2021-11-09 18:00:00,114,126,29
2021-11-10 00:00:00,41,42,10
2021-11-10 06:00:00,88,97,18
2021-11-10 12:00:00,133,143,50
2021-11-10 18:00:00,124,130,33
2021-11-11 00:00:00,69,75,15
2021-11-11 06:00:00,88,91,28
2021-11-11 12:00:00,142,156,42
2021-11-11 18:00:00,108,117,19
2021-11-12 00:00:00,47,47,7
2021-11-12 06:00:00,83,92,27
2021-11-12 12:00:00,155,170,55
2021-11-12 18:00:00,129,136,34
2021-11-13 00:00:00,60,62,15
2021-11-13 06:00:00,103,115,25
2021-11-13 12:00:00,139,159,40
2021-11-13 18:00:00,112,123,35
2021-11-14 00:00:00,53,53,9
2021-11-14 06:00:00,97,106,28
2021-11-14 12:00:00,148,168,41
2021-11-14 18:00:00,126,142,37
2021-11-15 00:00:00,58,62,17
2021-11-15 06:00:00,117,130,38
2021-11-15 12:00:00,159,179,58
2021-11-15 18:00:00,118,125,20
2021-11-16 00:00:00,49,57,14
2021-11-16 06:00:00,114,121,31
2021-11-16 12:00:00,158,175,43
2021-11-16 18:00:00,113,125,29
2021-11-17 00:00:00,50,52,10
2021-11-17 06:00:00,103,112,29
2021-11-17 12:00:00,162,179,51
2021-11-17 18:00:00,127,135,38
2021-11-18 00:00:00,53,54,16
2021-11-18 06:00:00,106,111,37
2021-11-18 12:00:00,137,147,45
2021-11-18 18:00:00,109,113,28
2021-11-19 00:00:00,56,60,12
2021-11-19 06:00:00,109,114,32
2021-11-19 12:00:00,171,187,49
2021-11-19 18:00:00,122,128,35
2021-11-20 00:00:00,53,56,15
2021-11-20 06:00:00,112,118,35
2021-11-20 12:00:00,145,158,41
2021-11-20 18:00:00,132,145,29
2021-11-21 00:00:00,53,56,10
2021-11-21 06:00:00,101,107,26
2021-11-21 12:00:00,127,137,29
2021-11-21 18:00:00,113,122,25
2021-11-22 00:00:00,60,62,15
2021-11-22 06:00:00,117,135,40
2021-11-22 12:00:00,138,150,40
2021-11-22 18:00:00,143,168,39
2021-11-23 00:00:00,52,54,13
2021-11-23 06:00:00,95,106,31
2021-11-23 12:00:00,157,179,60
2021-11-23 18:00:00,133,145,32
2021-11-24 00:00:00,41,43,14
2021-11-24 06:00:00,95,101,32
2021-11-24 12:00:00,126,136,34
2021-11-24 18:00:00,132,144,38
2021-11-25 00:00:00,50,50,16
2021-11-25 06:00:00,86,89,22
2021-11-25 12:00:00,107,116,33
2021-11-25 18:00:00,119,128,35
2021-11-26 00:00:00,60,62,18
2021-11-26 06:00:00,107,123,35
2021-11-26 12:00:00,150,166,48
2021-11-26 18:00:00,119,126,28
2021-11-27 00:00:00,50,51,16
2021-11-27 06:00:00,112,122,31
2021-11-27 12:00:00,138,149,34
2021-11-27 18:00:00,121,132,22
2021-11-28 00:00:00,64,68,20
2021-11-28 06:00:00,92,95,26
2021-11-28 12:00:00,147,166,38
2021-11-28 18:00:00,136,147,36
2021-11-29 00:00:00,51,56,11
2021-11-29 06:00:00,120,131,41
2021-11-29 12:00:00,160,182,48
2021-11-29 18:00:00,122,141,45
2021-11-30 00:00:00,56,63,19
2021-11-30 06:00:00,111,124,27
2021-11-30 12:00:00,159,178,50
2021-11-30 18:00:00,121,129,25
2021-12-01 00:00:00,66,69,19
2021-12-01 06:00:00,96,105,32
2021-12-01 12:00:00,138,159,42
2021-12-01 18:00:00,137,151,38
2021-12-02 00:00:00,48,49,16
2021-12-02 06:00:00,100,110,31
2021-12-02 12:00:00,149,165,51
2021-12-02 18:00:00,117,129,22
2021-12-03 00:00:00,54,55,17
2021-12-03 06:00:00,101,112,32
2021-12-03 12:00:00,150,167,48
2021-12-03 18:00:00,143,156,33
2021-12-04 00:00:00,51,55,9
2021-12-04 06:00:00,100,109,21
2021-12-04 12:00:00,134,146,36
2021-12-04 18:00:00,139,159,33
2021-12-05 00:00:00,64,68,11
2021-12-05 06:00:00,100,109,38
2021-12-05 12:00:00,137,152,34
2021-12-05 18:00:00,123,133,26
2021-12-06 00:00:00,51,51,14
2021-12-06 06:00:00,106,117,31
2021-12-06 12:00:00,144,160,49
2021-12-06 18:00:00,135,147,38
2021-12-07 00:00:00,48,50,6
2021-12-07 06:00:00,98,111,28
2021-12-07 12:00:00,135,154,57
2021-12-07 18:00:00,131,147,32
2021-12-08 00:00:00,58,65,13
2021-12-08 06:00:00,92,105,25
2021-12-08 12:00:00,152,168,56
2021-12-08 18:00:00,102,113,24
2021-12-09 00:00:00,64,65,14
2021-12-09 06:00:00,84,99,38
2021-12-09 12:00:00,150,168,53
2021-12-09 18:00:00,114,123,32
2021-12-10 00:00:00,51,51,15
2021-12-10 06:00:00,91,97,24
2021-12-10 12:00:00,148,159,44
2021-12-10 18:00:00,131,140,27
2021-12-11 00:00:00,62,65,14
2021-12-11 06:00:00,101,109,30
2021-12-11 12:00:00,138,154,39
2021-12-11 18:00:00,119,135,22
2021-12-12 00:00:00,56,59,17
2021-12-12 06:00:00,110,122,39
2021-12-12 12:00:00,173,187,49
2021-12-12 18:00:00,129,143,27
2021-12-13 00:00:00,53,57,6
2021-12-13 06:00:00,114,132,33
2021-12-13 12:00:00,163,181,57
2021-12-13 18:00:00,122,135,25
2021-12-14 00:00:00,42,44,9
2021-12-14 06:00:00,111,121,33
2021-12-14 12:00:00,149,169,46
2021-12-14 18:00:00,138,152,25
2021-12-15 00:00:00,74,79,16
2021-12-15 06:00:00,92,100,29
2021-12-15 12:00:00,146,166,54
2021-12-15 18:00:00,127,145,35
2021-12-16 00:00:00,45,50,13
2021-12-16 06:00:00,109,126,40
2021-12-16 12:00:00,138,152,42
2021-12-16 18:00:00,129,140,38
2021-12-17 00:00:00,49,50,12
2021-12-17 06:00:00,91,100,24
2021-12-17 12:00:00,117,121,38
2021-12-17 18:00:00,128,139,37
2021-12-18 00:00:00,58,62,19
2021-12-18 06:00:00,93,98,25
2021-12-18 12:00:00,137,150,38
2021-12-18 18:00:00,112,125,36
2021-12-19 00:00:00,58,63,13
2021-12-19 06:00:00,96,107,25
2021-12-19 12:00:00,124,133,37
2021-12-19 18:00:00,135,148,29
2021-12-20 00:00:00,54,57,14
2021-12-20 06:00:00,128,143,38
2021-12-20 12:00:00,133,142,46
2021-12-20 18:00:00,107,115,29
2021-12-21 00:00:00,57,62,8
2021-12-21 06:00:00,86,96,25
2021-12-21 12:00:00,132,143,47
2021-12-21 18:00:00,128,143,31
2021-12-22 00:00:00,44,48,6
2021-12-22 06:00:00,98,106,34
2021-12-22 12:00:00,149,167,51
2021-12-22 18:00:00,126,140,37
2021-12-23 00:00:00,47,48,12
2021-12-23 06:00:00,85,93,29
2021-12-23 12:00:00,134,149,53
2021-12-23 18:00:00,131,150,39
2021-12-24 00:00:00,57,59,19
2021-12-24 06:00:00,102,108,24
2021-12-24 12:00:00,135,150,39
2021-12-24 18:00:00,124,136,19
2021-12-25 00:00:00,69,69,13
2021-12-25 06:00:00,82,88,15
2021-12-25 12:00:00,136,154,35
2021-12-25 18:00:00,153,168,41
2021-12-26 00:00:00,52,56,9
2021-12-26 06:00:00,103,123,32
2021-12-26 12:00:00,136,156,44
2021-12-26 18:00:00,123,143,35
2021-12-27 00:00:00,43,45,11
2021-12-27 06:00:00,103,108,35
2021-12-27 12:00:00,144,166,39
2021-12-27 18:00:00,139,166,42
2021-12-28 00:00:00,44,49,8
2021-12-28 06:00:00,107,121,36
2021-12-28 12:00:00,141,153,47
2021-12-28 18:00:00,125,148,36
2021-12-29 00:00:00,39,41,8
2021-12-29 06:00:00,89,93,26
2021-12-29 12:00:00,147,167,53
2021-12-29 18:00:00,111,123,37
2021-12-30 00:00:00,57,60,17
2021-12-30 06:00:00,104,117,32
2021-12-30 12:00:00,162,190,48
2021-12-30 18:00:00,127,143,33
2021-12-31 00:00:00,49,51,9
2021-12-31 06:00:00,105,111,25
2021-12-31 12:00:00,137,154,32
2021-12-31 18:00:00,112,120,19
2022-01-01 00:00:00,65,68,19
2022-01-01 06:00:00,95,105,21
2022-01-01 12:00:00,140,152,38
2022-01-01 18:00:00,129,140,37
2022-01-02 00:00:00,58,62,13
2022-01-02 06:00:00,107,122,28
2022-01-02 12:00:00,144,156,36
2022-01-02 18:00:00,116,130,37
2022-01-03 00:00:00,66,70,12
2022-01-03 06:00:00,120,133,34
2022-01-03 12:00:00,157,179,59
2022-01-03 18:00:00,139,161,29
2022-01-04 00:00:00,53,56,7
2022-01-04 06:00:00,103,119,30
2022-01-04 12:00:00,145,172,46
2022-01-04 18:00:00,128,151,27
2022-01-05 00:00:00,42,42,8
2022-01-05 06:00:00,102,104,27
2022-01-05 12:00:00,148,171,45
2022-01-05 18:00:00,118,129,23
2022-01-06 00:00:00,48,49,15
2022-01-06 06:00:00,93,100,26
2022-01-06 12:00:00,149,165,46
2022-01-06 18:00:00,128,144,28
2022-01-07 00:00:00,44,46,6
2022-01-07 06:00:00,95,109,35
2022-01-07 12:00:00,145,158,53
2022-01-07 18:00:00,131,143,31
2022-01-08 00:00:00,46,48,11
2022-01-08 06:00:00,101,109,22
2022-01-08 12:00:00,145,172,46
2022-01-08 18:00:00,109,130,30
2022-01-09 00:00:00,50,52,8
2022-01-09 06:00:00,96,103,26
2022-01-09 12:00:00,151,175,42
2022-01-09 18:00:00,128,139,29
2022-01-10 00:00:00,46,48,16
2022-01-10 06:00:00,110,120,37
2022-01-10 12:00:00,151,175,55
2022-01-10 18:00:00,144,158,32
2022-01-11 00:00:00,55,58,16
2022-01-11 06:00:00,103,110,37
2022-01-11 12:00:00,138,152,53
2022-01-11 18:00:00,122,129,29
2022-01-12 00:00:00,52,53,13
2022-01-12 06:00:00,117,135,36
2022-01-12 12:00:00,134,147,50
2022-01-12 18:00:00,150,177,35
2022-01-13 00:00:00,53,55,13
2022-01-13 06:00:00,108,117,32
2022-01-13 12:00:00,135,144,32
2022-01-13 18:00:00,127,144,26
2022-01-14 00:00:00,53,57,6
2022-01-14 06:00:00,87,92,25
2022-01-14 12:00:00,131,154,47
2022-01-14 18:00:00,127,142,29
2022-01-15 00:00:00,57,60,13
2022-01-15 06:00:00,91,93,21
2022-01-15 12:00:00,147,166,42
2022-01-15 18:00:00,149,162,36
2022-01-16 00:00:00,65,69,17
2022-01-16 06:00:00,94,106,33
2022-01-16 12:00:00,160,174,48
2022-01-16 18:00:00,120,129,28
2022-01-17 00:00:00,55,59,13
2022-01-17 06:00:00,96,105,31
2022-01-17 12:00:00,160,191,50
2022-01-17 18:00:00,116,131,36
2022-01-18 00:00:00,51,55,17
2022-01-18 06:00:00,119,125,35
2022-01-18 12:00:00,134,144,39
2022-01-18 18:00:00,123,132,22
2022-01-19 00:00:00,56,57,16
2022-01-19 06:00:00,106,114,37
2022-01-19 12:00:00,123,128,37
2022-01-19 18:00:00,120,135,34
2022-01-20 00:00:00,39,41,11
2022-01-20 06:00:00,99,107,28
2022-01-20 12:00:00,133,145,45
2022-01-20 18:00:00,99,108,27
2022-01-21 00:00:00,39,43,14
2022-01-21 06:00:00,113,122,36
2022-01-21 12:00:00,129,152,40
2022-01-21 18:00:00,116,135,35
2022-01-22 00:00:00,59,61,9
2022-01-22 06:00:00,89,96,32
2022-01-22 12:00:00,144,154,40
2022-01-22 18:00:00,115,129,28
2022-01-23 00:00:00,53,58,9
2022-01-23 06:00:00,95,99,30
2022-01-23 12:00:00,134,152,40
2022-01-23 18:00:00,122,126,26
2022-01-24 00:00:00,44,45,11
2022-01-24 06:00:00,95,108,26
2022-01-24 12:00:00,138,152,49
2022-01-24 18:00:00,119,130,38
2022-01-25 00:00:00,40,45,12
2022-01-25 06:00:00,84,91,14
2022-01-25 12:00:00,119,132,41
2022-01-25 18:00:00,122,131,25
2022-01-26 00:00:00,49,51,17
2022-01-26 06:00:00,101,111,23
2022-01-26 12:00:00,137,152,43
2022-01-26 18:00:00,108,121,35
2022-01-27 00:00:00,53,56,14
2022-01-27 06:00:00,77,87,29
2022-01-27 12:00:00,140,153,47
2022-01-27 18:00:00,134,143,26
2022-01-28 00:00:00,42,43,12
2022-01-28 06:00:00,89,96,29
2022-01-28 12:00:00,125,140,45
2022-01-28 18:00:00,121,135,29
2022-01-29 00:00:00,53,57,11
2022-01-29 06:00:00,111,121,42
2022-01-29 12:00:00,142,148,37
2022-01-29 18:00:00,122,131,34
2022-01-30 00:00:00,54,56,12
2022-01-30 06:00:00,85,101,22
2022-01-30 12:00:00,141,154,43
2022-01-30 18:00:00,117,128,28
2022-01-31 00:00:00,47,49,16
2022-01-31 06:00:00,98,109,27
2022-01-31 12:00:00,149,166,51
2022-01-31 18:00:00,139,152,24
2022-02-01 00:00:00,41,45,12
2022-02-01 06:00:00,83,86,32
2022-02-01 12:00:00,108,114,30
2022-02-01 18:00:00,97,103,24
2022-02-02 00:00:00,43,46,11
2022-02-02 06:00:00,88,95,22
2022-02-02 12:00:00,125,137,49
2022-02-02 18:00:00,94,99,20
2022-02-03 00:00:00,43,43,10
2022-02-03 06:00:00,83,90,32
2022-02-03 12:00:00,141,146,52
2022-02-03 18:00:00,121,131,26
2022-02-04 00:00:00,35,36,5
2022-02-04 06:00:00,106,123,41
2022-02-04 12:00:00,149,164,61
2022-02-04 18:00:00,131,136,31
2022-02-05 00:00:00,46,48,9
2022-02-05 06:00:00,80,87,25
2022-02-05 12:00:00,151,160,50
2022-02-05 18:00:00,127,140,32
2022-02-06 00:00:00,55,59,14
2022-02-06 06:00:00,97,101,25
2022-02-06 12:00:00,122,139,39
2022-02-06 18:00:00,138,150,38
2022-02-07 00:00:00,49,51,12
2022-02-07 06:00:00,114,124,43
2022-02-07 12:00:00,144,157,47
2022-02-07 18:00:00,122,136,29
2022-02-08 00:00:00,44,46,8
2022-02-08 06:00:00,102,107,31
2022-02-08 12:00:00,172,189,55
2022-02-08 18:00:00,109,118,24
2022-02-09 00:00:00,54,61,7
2022-02-09 06:00:00,108,117,28
2022-02-09 12:00:00,145,160,46
2022-02-09 18:00:00,110,119,29
2022-02-10 00:00:00,50,54,8
2022-02-10 06:00:00,99,105,33
2022-02-10 12:00:00,146,160,60
2022-02-10 18:00:00,117,125,29
2022-02-11 00:00:00,33,35,9
2022-02-11 06:00:00,96,101,28
2022-02-11 12:00:00,121,130,38
2022-02-11 18:00:00,116,125,32
2022-02-12 00:00:00,45,47,12
2022-02-12 06:00:00,76,80,18
2022-02-12 12:00:00,148,163,44
2022-02-12 18:00:00,106,118,33
2022-02-13 00:00:00,67,70,18
2022-02-13 06:00:00,94,101,30
2022-02-13 12:00:00,122,131,28
2022-02-13 18:00:00,130,141,23
2022-02-14 00:00:00,55,60,20
2022-02-14 06:00:00,104,117,35
2022-02-14 12:00:00,137,157,52
2022-02-14 18:00:00,109,118,26
2022-02-15 00:00:00,45,46,14
2022-02-15 06:00:00,99,111,40
2022-02-15 12:00:00,154,169,47
2022-02-15 18:00:00,115,127,27
2022-02-16 00:00:00,46,46,14
2022-02-16 06:00:00,97,109,27
2022-02-16 12:00:00,135,142,32
2022-02-16 18:00:00,123,134,36
2022-02-17 00:00:00,48,52,7
2022-02-17 06:00:00,92,97,31
2022-02-17 12:00:00,139,146,35
2022-02-17 18:00:00,135,144,36
2022-02-18 00:00:00,63,63,13
2022-02-18 06:00:00,87,92,27
2022-02-18 12:00:00,122,129,50
2022-02-18 18:00:00,127,140,30
2022-02-19 00:00:00,57,60,6
2022-02-19 06:00:00,98,100,18
2022-02-19 12:00:00,134,146,43
2022-02-19 18:00:00,143,156,29
2022-02-20 00:00:00,78,79,15
2022-02-20 06:00:00,97,106,28
2022-02-20 12:00:00,144,155,40
2022-02-20 18:00:00,114,127,26
2022-02-21 00:00:00,55,57,19
2022-02-21 06:00:00,94,104,33
2022-02-21 12:00:00,115,127,41
2022-02-21 18:00:00,100,115,28
2022-02-22 00:00:00,43,44,13
2022-02-22 06:00:00,76,80,29
2022-02-22 12:00:00,126,145,43
2022-02-22 18:00:00,105,115,22
2022-02-23 00:00:00,41,41,17
2022-02-23 06:00:00,93,103,43
2022-02-23 12:00:00,129,139,46
2022-02-23 18:00:00,116,123,27
2022-02-24 00:00:00,50,51,12
2022-02-24 06:00:00,79,86,26
2022-02-24 12:00:00,116,128,46
2022-02-24 18:00:00,120,128,27
2022-02-25 00:00:00,55,59,14
2022-02-25 06:00:00,97,106,34
2022-02-25 12:00:00,140,150,41
2022-02-25 18:00:00,116,125,27
2022-02-26 00:00:00,50,53,15
2022-02-26 06:00:00,89,99,27
2022-02-26 12:00:00,127,142,39
2022-02-26 18:00:00,117,121,31
2022-02-27 00:00:00,65,66,19
2022-02-27 06:00:00,97,105,32
2022-02-27 12:00:00,141,150,43
2022-02-27 18:00:00,117,128,29
2022-02-28 00:00:00,46,48,16
2022-02-28 06:00:00,102,109,25
2022-02-28 12:00:00,144,152,55
2022-02-28 18:00:00,129,139,41
2022-03-01 00:00:00,36,37,13
2022-03-01 06:00:00,108,119,39
2022-03-01 12:00:00,120,135,44
2022-03-01 18:00:00,116,131,33
2022-03-02 00:00:00,38,39,13
2022-03-02 06:00:00,73,81,27
2022-03-02 12:00:00,135,149,38
2022-03-02 18:00:00,125,132,27
2022-03-03 00:00:00,42,45,12
2022-03-03 06:00:00,95,102,36
2022-03-03 12:00:00,111,125,30
2022-03-03 18:00:00,122,134,30
2022-03-04 00:00:00,48,51,16
2022-03-04 06:00:00,98,107,30
2022-03-04 12:00:00,145,155,56
2022-03-04 18:00:00,130,140,33
2022-03-05 00:00:00,48,50,15
2022-03-05 06:00:00,92,101,27
2022-03-05 12:00:00,137,156,43
2022-03-05 18:00:00,120,134,29
2022-03-06 00:00:00,51,52,16
2022-03-06 06:00:00,106,111,35
2022-03-06 12:00:00,138,150,36
2022-03-06 18:00:00,128,148,31
2022-03-07 00:00:00,33,34,9
2022-03-07 06:00:00,110,120,39
2022-03-07 12:00:00,146,162,57
2022-03-07 18:00:00,143,160,41
2022-03-08 00:00:00,52,53,10
2022-03-08 06:00:00,101,109,31
2022-03-08 12:00:00,153,170,40
2022-03-08 18:00:00,113,121,28
2022-03-09 00:00:00,43,44,10
2022-03-09 06:00:00,85,91,27
2022-03-09 12:00:00,127,142,49
2022-03-09 18:00:00,119,126,30
2022-03-10 00:00:00,47,48,15
2022-03-10 06:00:00,106,114,37
2022-03-10 12:00:00,127,140,48
2022-03-10 18:00:00,106,112,32
2022-03-11 00:00:00,39,40,11
2022-03-11 06:00:00,84,88,27
2022-03-11 12:00:00,127,140,45
2022-03-11 18:00:00,110,120,37
2022-03-12 00:00:00,51,52,16
2022-03-12 06:00:00,91,99,27
2022-03-12 12:00:00,131,143,38
2022-03-12 18:00:00,124,130,31
2022-03-13 00:00:00,44,46,10
2022-03-13 06:00:00,75,78,27
2022-03-13 12:00:00,135,141,34
2022-03-13 18:00:00,136,150,35
2022-03-14 00:00:00,47,47,11
2022-03-14 06:00:00,117,128,31
2022-03-14 12:00:00,143,161,51
2022-03-14 18:00:00,113,123,27
2022-03-15 00:00:00,39,41,10
2022-03-15 06:00:00,92,96,33
2022-03-15 12:00:00,149,162,44
2022-03-15 18:00:00,124,133,26
2022-03-16 00:00:00,43,44,8
2022-03-16 06:00:00,92,99,33
2022-03-16 12:00:00,116,124,44
2022-03-16 18:00:00,127,134,33
2022-03-17 00:00:00,49,52,9
2022-03-17 06:00:00,105,115,29
2022-03-17 12:00:00,154,166,50
2022-03-17 18:00:00,113,132,23
2022-03-18 00:00:00,49,56,10
2022-03-18 06:00:00,108,114,30
2022-03-18 12:00:00,153,166,41
2022-03-18 18:00:00,151,162,42
2022-03-19 00:00:00,67,68,18
2022-03-19 06:00:00,72,77,23
2022-03-19 12:00:00,155,170,48
2022-03-19 18:00:00,134,143,37
2022-03-20 00:00:00,46,49,8
2022-03-20 06:00:00,93,98,36
2022-03-20 12:00:00,152,168,41
2022-03-20 18:00:00,149,162,29
2022-03-21 00:00:00,53,56,11
2022-03-21 06:00:00,105,121,45
2022-03-21 12:00:00,150,165,48
2022-03-21 18:00:00,148,166,45
2022-03-22 00:00:00,54,56,15
2022-03-22 06:00:00,97,101,27
2022-03-22 12:00:00,155,165,42
2022-03-22 18:00:00,118,129,33
2022-03-23 00:00:00,51,56,16
2022-03-23 06:00:00,84,92,27
2022-03-23 12:00:00,149,164,53
2022-03-23 18:00:00,127,136,31
2022-03-24 00:00:00,40,41,12
2022-03-24 06:00:00,95,99,28
2022-03-24 12:00:00,138,152,42
2022-03-24 18:00:00,136,149,29
2022-03-25 00:00:00,50,51,12
2022-03-25 06:00:00,87,95,26
2022-03-25 12:00:00,146,157,50
2022-03-25 18:00:00,128,138,27
2022-03-26 00:00:00,45,45,15
2022-03-26 06:00:00,83,90,25
2022-03-26 12:00:00,124,136,35
2022-03-26 18:00:00,136,143,27
2022-03-27 00:00:00,50,50,20
2022-03-27 06:00:00,85,91,26
2022-03-27 12:00:00,134,144,37
2022-03-27 18:00:00,130,147,30
2022-03-28 00:00:00,54,54,11
2022-03-28 06:00:00,115,126,31
2022-03-28 12:00:00,143,154,43
2022-03-28 18:00:00,134,141,36
2022-03-29 00:00:00,55,58,21
2022-03-29 06:00:00,109,120,20
2022-03-29 12:00:00,134,143,44
